Ano;Município;populacao
2018;Atalaia (AL);47000
2018;Atalaia (PR);3902
2018;Atalaia do Norte (AM);19438
2018;Atalanta (SC);3226
2018;Ataléia (MG);13064
2018;Atibaia (SP);141398
2018;Atílio Vivácqua (ES);11765
2018;Augustinópolis (TO);18178
2018;Augusto Corrêa (PA);45516
2018;Augusto de Lima (MG);4888
2018;Augusto Pestana (RS);6706
2018;Áurea (RS);3573
2018;Aurelino Leal (BA);11774
2018;Auriflama (SP);15123
2018;Aurilândia (GO);3184
2018;Aurora (CE);24699
2018;Aurora (SC);5676
2018;Aurora do Pará (PA);30896
2018;Aurora do Tocantins (TO);3731
2018;Autazes (AM);38830
2018;Avaí (SP);5369
2018;Avanhandava (SP);13433
2018;Avaré (SP);90063
2018;Aveiro (PA);16371
2018;Avelino Lopes (PI);11252
2018;Avelinópolis (GO);2425
2018;Axixá (MA);12076
2018;Axixá do Tocantins (TO);9725
2018;Babaçulândia (TO);10662
2018;Bacabal (MA);104633
2018;Bacabeira (MA);16855
2018;Bacuri (MA);18508
2018;Bacurituba (MA);5617
2018;Bady Bassitt (SP);17236
2018;Baependi (MG);19094
2018;Bagé (RS);120943
2018;Bagre (PA);30009
2018;Baía da Traição (PB);8933
2018;Baía Formosa (RN);9218
2018;Baianópolis (BA);13824
2018;Baião (PA);46416
2018;Baixa Grande (BA);20488
2018;Baixa Grande do Ribeiro (PI);11497
2018;Baixio (CE);6272
2018;Baixo Guandu (ES);30862
2018;Balbinos (SP);5532
2018;Baldim (MG);7851
2018;Baliza (GO);4992
2018;Balneário Arroio do Silva (SC);12705
2018;Balneário Barra do Sul (SC);10550
2018;Balneário Camboriú (SC);138732
2018;Balneário Gaivota (SC);10692
2018;Balneário Piçarras (SC);22511
2018;Balneário Pinhal (RS);13760
2018;Balneário Rincão (SC);12570
2018;Balsa Nova (PR);12787
2018;Bálsamo (SP);8994
2018;Balsas (MA);93826
2018;Bambuí (MG);23757
2018;Banabuiú (CE);18151
2018;Bananal (SP);10896
2018;Bananeiras (PB);21210
2018;Bandeira (MG);4825
2018;Bandeira do Sul (MG);5713
2018;Bandeirante (SC);2708
2018;Bandeirantes (MS);6829
2018;Bandeirantes (PR);31526
2018;Bandeirantes do Tocantins (TO);3512
2018;Bannach (PA);3310
2018;Banzaê (BA);13217
2018;Barão (RS);6139
2018;Barão de Antonina (SP);3441
2018;Barão de Cocais (MG);32319
2018;Barão de Cotegipe (RS);6627
2018;Barão de Grajaú (MA);18714
2018;Barão de Melgaço (MT);8563
2018;Barão de Monte Alto (MG);5443
2018;Barão do Triunfo (RS);7454
2018;Baraúna (PB);4831
2018;Baraúna (RN);27994
2018;Barbacena (MG);136392
2018;Barbalha (CE);60155
2018;Barbosa (SP);7335
2018;Barbosa Ferraz (PR);11714
2018;Barcarena (PA);122294
2018;Barcelona (RN);4002
2018;Barcelos (AM);27364
2018;Bariri (SP);34961
2018;Barra (BA);53231
2018;Barra Bonita (SC);1704
2018;Barra Bonita (SP);36127
2018;Barra da Estiva (BA);20813
2018;Barra D'Alcântara (PI);3950
2018;Barra de Guabiraba (PE);14257
2018;Barra de Santa Rosa (PB);15268
2018;Barra de Santana (PB);8249
2018;Barra de Santo Antônio (AL);15792
2018;Barra de São Francisco (ES);44315
2018;Barra de São Miguel (AL);8264
2018;Barra de São Miguel (PB);5939
2018;Barra do Bugres (MT);34619
2018;Barra do Chapéu (SP);5688
2018;Barra do Choça (BA);32018
2018;Barra do Corda (MA);87794
2018;Barra do Garças (MT);60661
2018;Barra do Guarita (RS);3238
2018;Barra do Jacaré (PR);2781
2018;Barra do Mendes (BA);13900
2018;Barra do Ouro (TO);4549
2018;Barra do Piraí (RJ);99969
2018;Barra do Quaraí (RS);4202
2018;Barra do Ribeiro (RS);13423
2018;Barra do Rio Azul (RS);1726
2018;Barra do Rocha (BA);5821
2018;Barra do Turvo (SP);7687
2018;Barra dos Coqueiros (SE);29873
2018;Barra Funda (RS);2527
2018;Barra Longa (MG);5250
2018;Barra Mansa (RJ);183976
2018;Barra Velha (SC);28463
2018;Barracão (PR);10238
2018;Barracão (RS);5295
2018;Barras (PI);46941
2018;Barreira (CE);22362
2018;Barreiras (BA);153831
2018;Barreiras do Piauí (PI);3344
2018;Barreirinha (AM);31593
2018;Barreirinhas (MA);61828
2018;Barreiros (PE);42552
2018;Barretos (SP);121344
2018;Barrinha (SP);32434
2018;Barro (CE);22593
2018;Barro Alto (BA);14802
2018;Barro Alto (GO);10922
2018;Barro Duro (PI);7038
2018;Barro Preto (BA);5743
2018;Barrocas (BA);15846
2018;Barrolândia (TO);5614
2018;Barroquinha (CE);14989
2018;Barros Cassal (RS);11216
2018;Barroso (MG);20720
2018;Barueri (SP);271306
2018;Bastos (SP);20954
2018;Bataguassu (MS);22717
2018;Batalha (AL);18455
2018;Batalha (PI);26806
2018;Batatais (SP);62024
2018;Batayporã (MS);11305
2018;Baturité (CE);35575
2018;Bauru (SP);374272
2018;Bayeux (PB);96550
2018;Bebedouro (SP);77436
2018;Beberibe (CE);53421
2018;Bela Cruz (CE);32593
2018;Bela Vista (MS);24508
2018;Bela Vista da Caroba (PR);3567
2018;Bela Vista de Goiás (GO);29448
2018;Bela Vista de Minas (MG);10248
2018;Bela Vista do Maranhão (MA);11138
2018;Bela Vista do Paraíso (PR);15395
2018;Bela Vista do Piauí (PI);3999
2018;Bela Vista do Toldo (SC);6311
2018;Belágua (MA);7409
2018;Belém (AL);4406
2018;Belém (PA);1485732
2018;Belém (PB);17640
2018;Belém de Maria (PE);12023
2018;Belém do Brejo do Cruz (PB);7335
2018;Belém do Piauí (PI);3544
2018;Belém do São Francisco (PE);20728
2018;Belford Roxo (RJ);508614
2018;Belmiro Braga (MG);3433
2018;Belmonte (BA);23214
2018;Belmonte (SC);2703
2018;Belo Campo (BA);17317
2018;Belo Horizonte (MG);2501576
2018;Belo Jardim (PE);76185
2018;Belo Monte (AL);6696
2018;Belo Oriente (MG);26396
2018;Belo Vale (MG);7710
2018;Belterra (PA);17624
2018;Beneditinos (PI);10462
2018;Benedito Leite (MA);5627
2018;Benedito Novo (SC);11526
2018;Benevides (PA);61689
2018;Benjamin Constant (AM);42020
2018;Benjamin Constant do Sul (RS);2031
2018;Bento de Abreu (SP);2955
2018;Bento Fernandes (RN);5469
2018;Bento Gonçalves (RS);119049
2018;Bequimão (MA);21260
2018;Berilo (MG);11995
2018;Berizal (MG);4705
2018;Bernardino Batista (PB);3393
2018;Bernardino de Campos (SP);11137
2018;Bernardo do Mearim (MA);6011
2018;Bernardo Sayão (TO);4469
2018;Bertioga (SP);61736
2018;Bertolínia (PI);5495
2018;Bertópolis (MG);4602
2018;Beruri (AM);19258
2018;Betânia (PE);12671
2018;Betânia do Piauí (PI);6200
2018;Betim (MG);432575
2018;Bezerros (PE);60714
2018;Bias Fortes (MG);3430
2018;Bicas (MG);14431
2018;Biguaçu (SC);67458
2018;Bilac (SP);7949
2018;Biquinhas (MG);2532
2018;Birigui (SP);122359
2018;Biritiba Mirim (SP);32251
2018;Biritinga (BA);15975
2018;Bituruna (PR);16377
2018;Blumenau (SC);352460
2018;Boa Esperança (ES);14982
2018;Boa Esperança (MG);40031
2018;Boa Esperança (PR);4165
2018;Boa Esperança do Iguaçu (PR);2538
2018;Boa Esperança do Sul (SP);14824
2018;Boa Hora (PI);6744
2018;Boa Nova (BA);12953
2018;Boa Ventura (PB);5423
2018;Boa Ventura de São Roque (PR);6411
2018;Boa Viagem (CE);54440
2018;Boa Vista (PB);6972
2018;Boa Vista (RR);375374
2018;Boa Vista da Aparecida (PR);7643
2018;Boa Vista das Missões (RS);2104
2018;Boa Vista do Buricá (RS);6712
2018;Boa Vista do Cadeado (RS);2473
2018;Boa Vista do Gurupi (MA);9158
2018;Boa Vista do Incra (RS);2590
2018;Boa Vista do Ramos (AM);18781
2018;Boa Vista do Sul (RS);2788
2018;Boa Vista do Tupim (BA);18622
2018;Boca da Mata (AL);27168
2018;Boca do Acre (AM);33976
2018;Bocaina (PI);4496
2018;Bocaina (SP);12204
2018;Bocaina de Minas (MG);5091
2018;Bocaina do Sul (SC);3460
2018;Bocaiúva (MG);49942
2018;Bocaiúva do Sul (PR);12755
2018;Bodó (RN);2250
2018;Bodocó (PE);37909
2018;Bodoquena (MS);7817
2018;Bofete (SP);11534
2018;Boituva (SP);59793
2018;Bom Conselho (PE);48336
2018;Bom Despacho (MG);50166
2018;Bom Jardim (MA);41435
2018;Bom Jardim (PE);39132
2018;Bom Jardim (RJ);27269
2018;Bom Jardim da Serra (SC);4712
2018;Bom Jardim de Goiás (GO);8813
2018;Bom Jardim de Minas (MG);6489
2018;Bom Jesus (PB);2547
2018;Bom Jesus (PI);24960
2018;Bom Jesus (RN);10152
2018;Bom Jesus (RS);11391
2018;Bom Jesus (SC);2961
2018;Bom Jesus da Lapa (BA);68609
2018;Bom Jesus da Penha (MG);4190
2018;Bom Jesus da Serra (BA);9942
2018;Bom Jesus das Selvas (MA);33479
2018;Bom Jesus de Goiás (GO);24776
2018;Bom Jesus do Amparo (MG);6031
2018;Bom Jesus do Araguaia (MT);6452
2018;Bom Jesus do Galho (MG);15010
2018;Bom Jesus do Itabapoana (RJ);36985
2018;Bom Jesus do Norte (ES);9910
2018;Bom Jesus do Oeste (SC);2146
2018;Bom Jesus do Sul (PR);3577
2018;Bom Jesus do Tocantins (PA);16841
2018;Bom Jesus do Tocantins (TO);4779
2018;Bom Jesus dos Perdões (SP);24898
2018;Bom Lugar (MA);16148
2018;Bom Princípio (RS);13846
2018;Bom Princípio do Piauí (PI);5608
2018;Bom Progresso (RS);1987
2018;Bom Repouso (MG);10558
2018;Bom Retiro (SC);9870
2018;Bom Retiro do Sul (RS);12265
2018;Bom Sucesso (MG);17598
2018;Bom Sucesso (PB);4994
2018;Bom Sucesso (PR);6995
2018;Bom Sucesso de Itararé (SP);3923
2018;Bom Sucesso do Sul (PR);3274
2018;Bombinhas (SC);19193
2018;Bonfim (MG);6876
2018;Bonfim (RR);12257
2018;Bonfim do Piauí (PI);5654
2018;Bonfinópolis (GO);9488
2018;Bonfinópolis de Minas (MG);5544
2018;Boninal (BA);14288
2018;Bonito (BA);16637
2018;Bonito (MS);21738
2018;Bonito (PA);16038
2018;Bonito (PE);38152
2018;Bonito de Minas (MG);11088
2018;Bonito de Santa Fé (PB);11797
2018;Bonópolis (GO);4316
2018;Boqueirão (PB);17751
2018;Boqueirão do Leão (RS);7726
2018;Boqueirão do Piauí (PI);6388
2018;Boquim (SE);26731
2018;Boquira (BA);21520
2018;Borá (SP);836
2018;Boracéia (SP);4776
2018;Borba (AM);40565
2018;Borborema (PB);5395
2018;Borborema (SP);15925
2018;Borda da Mata (MG);19202
2018;Borebi (SP);2621
2018;Borrazópolis (PR);6749
2018;Bossoroca (RS);6356
2018;Botelhos (MG);14995
2018;Botucatu (SP);144820
2018;Botumirim (MG);6350
2018;Botuporã (BA);10300
2018;Botuverá (SC);5169
2018;Bozano (RS);2135
2018;Braço do Norte (SC);33016
2018;Braço do Trombudo (SC);3718
2018;Braga (RS);3397
2018;Bragança (PA);126436
2018;Bragança Paulista (SP);166753
2018;Braganey (PR);5473
2018;Branquinha (AL);10529
2018;Brás Pires (MG);4374
2018;Brasil Novo (PA);15190
2018;Brasilândia (MS);11891
2018;Brasilândia de Minas (MG);16321
2018;Brasilândia do Sul (PR);2719
2018;Brasilândia do Tocantins (TO);2191
2018;Brasiléia (AC);25848
2018;Brasileira (PI);8310
2018;Brasília (DF);2974703
2018;Brasília de Minas (MG);32288
2018;Brasnorte (MT);19248
2018;Braúna (SP);5630
2018;Braúnas (MG);4835
2018;Brazabrantes (GO);3659
2018;Brazópolis (MG);14508
2018;Brejão (PE);8999
2018;Brejetuba (ES);12381
2018;Brejinho (PE);7486
2018;Brejinho (RN);12609
2018;Brejinho de Nazaré (TO);5475
2018;Brejo (MA);36139
2018;Brejo Alegre (SP);2841
2018;Brejo da Madre de Deus (PE);50249
2018;Brejo de Areia (MA);9367
2018;Brejo do Cruz (PB);13993
2018;Brejo do Piauí (PI);3902
2018;Brejo dos Santos (PB);6433
2018;Brejo Grande (SE);8264
2018;Brejo Grande do Araguaia (PA);7392
2018;Brejo Santo (CE);49109
2018;Brejões (BA);14370
2018;Brejolândia (BA);10493
2018;Breu Branco (PA);64738
2018;Breves (PA);101891
2018;Britânia (GO);5761
2018;Brochier (RS);5043
2018;Brodowski (SP);24592
2018;Brotas (SP);24163
2018;Brotas de Macaúbas (BA);10341
2018;Brumadinho (MG);39520
2018;Brumado (BA);67048
2018;Brunópolis (SC);2473
2018;Brusque (SC);131703
2018;Bueno Brandão (MG);11010
2018;Buenópolis (MG);10377
2018;Buenos Aires (PE);13119
2018;Buerarema (BA);18391
2018;Bugre (MG);4074
2018;Buíque (PE);57825
2018;Bujari (AC);10111
2018;Bujaru (PA);28832
2018;Buri (SP);19789
2018;Buritama (SP);17003
2018;Buriti (MA);28557
2018;Buriti Alegre (GO);9433
2018;Buriti Bravo (MA);23827
2018;Buriti de Goiás (GO);2501
2018;Buriti do Tocantins (TO);11197
2018;Buriti dos Lopes (PI);19754
2018;Buriti dos Montes (PI);8223
2018;Buriticupu (MA);71723
2018;Buritinópolis (GO);3302
2018;Buritirama (BA);21067
2018;Buritirana (MA);15393
2018;Buritis (MG);24663
2018;Buritis (RO);38937
2018;Buritizal (SP);4447
2018;Buritizeiro (MG);27988
2018;Butiá (RS);20929
2018;Caapiranga (AM);12877
2018;Caaporã (PB);21698
2018;Caarapó (MS);29743
2018;Caatiba (BA);7043
2018;Cabaceiras (PB);5503
2018;Cabaceiras do Paraguaçu (BA);18698
2018;Cabeceira Grande (MG);6909
2018;Cabeceiras (GO);7939
2018;Cabeceiras do Piauí (PI);10540
2018;Cabedelo (PB);66680
2018;Cabixi (RO);5438
2018;Cabo de Santo Agostinho (PE);205112
2018;Cabo Frio (RJ);222528
2018;Cabo Verde (MG);14075
2018;Cabrália Paulista (SP);4286
2018;Cabreúva (SP);48966
2018;Cabrobó (PE);33934
2018;Caçador (SC);77863
2018;Caçapava (SP);93488
2018;Caçapava do Sul (RS);33702
2018;Cacaulândia (RO);6190
2018;Cacequi (RS);12705
2018;Cáceres (MT);93882
2018;Cachoeira (BA);33861
2018;Cachoeira Alta (GO);12297
2018;Cachoeira da Prata (MG);3616
2018;Cachoeira de Goiás (GO);1361
2018;Cachoeira de Minas (MG);11514
2018;Cachoeira de Pajeú (MG);9382
2018;Cachoeira do Arari (PA);23466
2018;Cachoeira do Piriá (PA);33178
2018;Cachoeira do Sul (RS);82547
2018;Cachoeira dos Índios (PB);10182
2018;Cachoeira Dourada (GO);8102
2018;Cachoeira Dourada (MG);2677
2018;Cachoeira Grande (MA);9382
2018;Cachoeira Paulista (SP);33067
2018;Cachoeiras de Macacu (RJ);58560
2018;Cachoeirinha (PE);20258
2018;Cachoeirinha (RS);129307
2018;Cachoeirinha (TO);2266
2018;Cachoeiro de Itapemirim (ES);207324
2018;Cacimba de Areia (PB);3729
2018;Cacimba de Dentro (PB);17159
2018;Cacimbas (PB);7145
2018;Cacimbinhas (AL);10730
2018;Cacique Doble (RS);5055
2018;Cacoal (RO);84813
2018;Caconde (SP);18961
2018;Caçu (GO);15743
2018;Caculé (BA);23045
2018;Caém (BA);9372
2018;Caetanópolis (MG);11495
2018;Caetanos (BA);15524
2018;Caeté (MG);44377
2018;Caetés (PE);28570
2018;Caetité (BA);50861
2018;Cafarnaum (BA);18356
2018;Cafeara (PR);2914
2018;Cafelândia (PR);17775
2018;Cafelândia (SP);17689
2018;Cafezal do Sul (PR);4080
2018;Caiabu (SP);4190
2018;Caiana (MG);5450
2018;Caiapônia (GO);18715
2018;Caibaté (RS);4856
2018;Caibi (SC);6167
2018;Caiçara (PB);7292
2018;Caiçara (RS);4788
2018;Caiçara do Norte (RN);6537
2018;Caiçara do Rio do Vento (RN);3652
2018;Caicó (RN);67554
2018;Caieiras (SP);100129
2018;Cairu (BA);17913
2018;Caiuá (SP);5800
2018;Cajamar (SP);75638
2018;Cajapió (MA);11136
2018;Cajari (MA);19307
2018;Cajati (SP);28605
2018;Cajazeiras (PB);61776
2018;Cajazeiras do Piauí (PI);3544
2018;Cajazeirinhas (PB);3181
2018;Cajobi (SP);10486
2018;Cajueiro (AL);21194
2018;Cajueiro da Praia (PI);7608
2018;Cajuri (MG);4002
2018;Cajuru (SP);25935
2018;Calçado (PE);11089
2018;Calçoene (AP);10926
2018;Caldas (MG);14417
2018;Caldas Brandão (PB);5982
2018;Caldas Novas (GO);89087
2018;Caldazinha (GO);3759
2018;Caldeirão Grande (BA);13260
2018;Caldeirão Grande do Piauí (PI);5770
2018;Califórnia (PR);8533
2018;Calmon (SC);3357
2018;Calumbi (PE);5753
2018;Camacan (BA);31968
2018;Camaçari (BA);293723
2018;Camacho (MG);2934
2018;Camalaú (PB);5994
2018;Camamu (BA);35248
2018;Camanducaia (MG);21738
2018;Camapuã (MS);13727
2018;Camaquã (RS);66034
2018;Camaragibe (PE);156736
2018;Camargo (RS);2724
2018;Cambará (PR);25252
2018;Cambará do Sul (RS);6456
2018;Cambé (PR);105704
2018;Cambira (PR);7813
2018;Camboriú (SC);80834
2018;Cambuci (RJ);15496
2018;Cambuí (MG);29278
2018;Cambuquira (MG);12816
2018;Cametá (PA);136390
2018;Camocim (CE);63408
2018;Camocim de São Félix (PE);18627
2018;Campanário (MG);3711
2018;Campanha (MG);16565
2018;Campestre (AL);6918
2018;Campestre (MG);21056
2018;Campestre da Serra (RS);3380
2018;Campestre de Goiás (GO);3610
2018;Campestre do Maranhão (MA);14294
2018;Campina da Lagoa (PR);14366
2018;Campina das Missões (RS);5553
2018;Campina do Monte Alegre (SP);5991
2018;Campina do Simão (PR);3917
2018;Campina Grande (PB);407472
2018;Campina Grande do Sul (PR);42880
2018;Campina Verde (MG);19738
2018;Campinaçu (GO);3649
2018;Campinápolis (MT);15830
2018;Campinas (SP);1194094
2018;Campinas do Piauí (PI);5603
2018;Campinas do Sul (RS);5471
2018;Campinorte (GO);12486
2018;Campo Alegre (AL);56579
2018;Campo Alegre (SC);11974
2018;Campo Alegre de Goiás (GO);7437
2018;Campo Alegre de Lourdes (BA);28844
2018;Campo Alegre do Fidalgo (PI);5019
2018;Campo Azul (MG);3810
2018;Campo Belo (MG);53866
2018;Campo Belo do Sul (SC);7081
2018;Campo Bom (RS);66156
2018;Campo Bonito (PR);3905
2018;Campo do Brito (SE);17997
2018;Campo do Meio (MG);11658
2018;Campo do Tenente (PR);7894
2018;Campo Erê (SC);8636
2018;Campo Florido (MG);8029
2018;Campo Formoso (BA);70912
2018;Campo Grande (AL);9549
2018;Campo Grande (MS);885711
2018;Campo Grande (RN);9638
2018;Campo Grande do Piauí (PI);5919
2018;Campo Largo (PR);130091
2018;Campo Largo do Piauí (PI);7245
2018;Campo Limpo de Goiás (GO);7636
2018;Campo Limpo Paulista (SP);83735
2018;Campo Magro (PR);28885
2018;Campo Maior (PI);46770
2018;Campo Mourão (PR);94212
2018;Campo Novo (RS);4596
2018;Campo Novo de Rondônia (RO);14009
2018;Campo Novo do Parecis (MT);34558
2018;Campo Redondo (RN);11142
2018;Campo Verde (MT);42871
2018;Campos Altos (MG);15356
2018;Campos Belos (GO);19764
2018;Campos Borges (RS);3345
2018;Campos de Júlio (MT);6710
2018;Campos do Jordão (SP);51763
2018;Campos dos Goytacazes (RJ);503424
2018;Campos Gerais (MG);28703
2018;Campos Lindos (TO);9917
2018;Campos Novos (SC);35930
2018;Campos Novos Paulista (SP);4932
2018;Campos Sales (CE);27409
2018;Campos Verdes (GO);2459
2018;Camutanga (PE);8530
2018;Cana Verde (MG);5612
2018;Canaã (MG);4579
2018;Canaã dos Carajás (PA);36050
2018;Canabrava do Norte (MT);4761
2018;Cananéia (SP);12539
2018;Canapi (AL);17726
2018;Canápolis (BA);9719
2018;Canápolis (MG);12025
2018;Canarana (BA);26020
2018;Canarana (MT);21311
2018;Canas (SP);5071
2018;Canavieira (PI);3957
2018;Canavieiras (BA);31301
2018;Candeal (BA);8338
2018;Candeias (BA);86677
2018;Candeias (MG);14883
2018;Candeias do Jamari (RO);25983
2018;Candelária (RS);31306
2018;Candiba (BA);14268
2018;Cândido de Abreu (PR);15233
2018;Cândido Godói (RS);6246
2018;Cândido Mendes (MA);20076
2018;Cândido Mota (SP);31212
2018;Cândido Rodrigues (SP);2787
2018;Cândido Sales (BA);25332
2018;Candiota (RS);9519
2018;Candói (PR);15903
2018;Canela (RS);44489
2018;Canelinha (SC);12080
2018;Canguaretama (RN);33999
2018;Canguçu (RS);55871
2018;Canhoba (SE);4011
2018;Canhotinho (PE);24835
2018;Canindé (CE);78049
2018;Canindé de São Francisco (SE);29430
2018;Canitar (SP);5139
2018;Canoas (RS);344957
2018;Canoinhas (SC);54319
2018;Cansanção (BA);34784
2018;Cantá (RR);17868
2018;Cantagalo (MG);4498
2018;Cantagalo (PR);13306
2018;Cantagalo (RJ);20177
2018;Cantanhede (MA);21872
2018;Canto do Buriti (PI);21112
2018;Canudos (BA);16752
2018;Canudos do Vale (RS);1729
2018;Canutama (AM);15450
2018;Capanema (PA);68616
2018;Capanema (PR);19099
2018;Capão Alto (SC);2556
2018;Capão Bonito (SP);47159
2018;Capão Bonito do Sul (RS);1668
2018;Capão da Canoa (RS);52004
2018;Capão do Cipó (RS);3602
2018;Capão do Leão (RS);25297
2018;Caparaó (MG);5424
2018;Capela (AL);17124
2018;Capela (SE);33904
2018;Capela de Santana (RS);11810
2018;Capela do Alto (SP);20419
2018;Capela do Alto Alegre (BA);11660
2018;Capela Nova (MG);4673
2018;Capelinha (MG);37856
2018;Capetinga (MG);6952
2018;Capim (PB);6424
2018;Capim Branco (MG);9679
2018;Capim Grosso (BA);30451
2018;Capinópolis (MG);16109
2018;Capinzal (SC);22658
2018;Capinzal do Norte (MA);10932
2018;Capistrano (CE);17793
2018;Capitão (RS);2750
2018;Capitão Andrade (MG);5420
2018;Capitão de Campos (PI);11388
2018;Capitão Enéas (MG);15153
2018;Capitão Gervásio Oliveira (PI);4086
2018;Capitão Leônidas Marques (PR);15724
2018;Capitão Poço (PA);54179
2018;Capitólio (MG);8601
2018;Capivari (SP);55141
2018;Capivari de Baixo (SC);24559
2018;Capivari do Sul (RS);4589
2018;Capixaba (AC);11456
2018;Capoeiras (PE);20048
2018;Caputira (MG);9287
2018;Caraá (RS);8187
2018;Caracaraí (RR);21564
2018;Caracol (MS);6049
2018;Caracol (PI);10866
2018;Caraguatatuba (SP);119625
2018;Caraí (MG);23586
2018;Caraíbas (BA);9107
2018;Carambeí (PR);22993
2018;Caranaíba (MG);3200
2018;Carandaí (MG);25327
2018;Carangola (MG);32988
2018;Carapebus (RJ);16039
2018;Carapicuíba (SP);398611
2018;Caratinga (MG);91503
2018;Carauari (AM);28076
2018;Caraúbas (PB);4140
2018;Caraúbas (RN);20443
2018;Caraúbas do Piauí (PI);5845
2018;Caravelas (BA);21937
2018;Carazinho (RS);61949
2018;Carbonita (MG);9396
2018;Cardeal da Silva (BA);9240
2018;Cardoso (SP);12303
2018;Cardoso Moreira (RJ);12826
2018;Careaçu (MG);6721
2018;Careiro (AM);37384
2018;Careiro da Várzea (AM);29595
2018;Cariacica (ES);378603
2018;Caridade (CE);22427
2018;Caridade do Piauí (PI);5049
2018;Carinhanha (BA);28965
2018;Carira (SE);21724
2018;Cariré (CE);18802
2018;Cariri do Tocantins (TO);4321
2018;Caririaçu (CE);27095
2018;Cariús (CE);18950
2018;Carlinda (MT);10413
2018;Carlópolis (PR);14283
2018;Carlos Barbosa (RS);29409
2018;Carlos Chagas (MG);19007
2018;Carlos Gomes (RS);1404
2018;Carmésia (MG);2617
2018;Carmo (RJ);18755
2018;Carmo da Cachoeira (MG);12158
2018;Carmo da Mata (MG);11439
2018;Carmo de Minas (MG);14769
2018;Carmo do Cajuru (MG);22257
2018;Carmo do Paranaíba (MG);30324
2018;Carmo do Rio Claro (MG);21180
2018;Carmo do Rio Verde (GO);9976
2018;Carmolândia (TO);2556
2018;Carmópolis (SE);16324
2018;Carmópolis de Minas (MG);19144
2018;Carnaíba (PE);19491
2018;Carnaúba dos Dantas (RN);8119
2018;Carnaubais (RN);10651
2018;Carnaubal (CE);17747
2018;Carnaubeira da Penha (PE);12836
2018;Carneirinho (MG);9986
2018;Carneiros (AL);9000
2018;Caroebe (RR);9950
2018;Carolina (MA);24337
2018;Carpina (PE);82872
2018;Carrancas (MG);4044
2018;Carrapateira (PB);2631
2018;Carrasco Bonito (TO);4059
2018;Caruaru (PE);356872
2018;Carutapera (MA);23658
2018;Carvalhópolis (MG);3560
2018;Carvalhos (MG);4495
2018;Casa Branca (SP);30237
2018;Casa Grande (MG);2260
2018;Casa Nova (BA);71366
2018;Casca (RS);9010
2018;Cascalho Rico (MG);3057
2018;Cascavel (CE);71499
2018;Cascavel (PR);324476
2018;Caseara (TO);5295
2018;Caseiros (RS);3189
2018;Casimiro de Abreu (RJ);43295
2018;Casinhas (PE);14313
2018;Casserengue (PB);7431
2018;Cássia (MG);17739
2018;Cássia dos Coqueiros (SP);2542
2018;Cassilândia (MS);21876
2018;Castanhal (PA);198294
2018;Castanheira (MT);8695
2018;Castanheiras (RO);3119
2018;Castelândia (GO);3464
2018;Castelo (ES);37317
2018;Castelo do Piauí (PI);19715
2018;Castilho (SP);20738
2018;Castro (PR);71151
2018;Castro Alves (BA);26209
2018;Cataguases (MG);74691
2018;Catalão (GO);106618
2018;Catanduva (SP);121210
2018;Catanduvas (PR);10213
2018;Catanduvas (SC);10735
2018;Catarina (CE);20562
2018;Catas Altas (MG);5330
2018;Catas Altas da Noruega (MG);3629
2018;Catende (PE);42434
2018;Catiguá (SP);7752
2018;Catingueira (PB);4929
2018;Catolândia (BA);3555
2018;Catolé do Rocha (PB);30343
2018;Catu (BA);54424
2018;Catuípe (RS);8851
2018;Catuji (MG);6366
2018;Catunda (CE);10437
2018;Caturaí (GO);5038
2018;Caturama (BA);9340
2018;Caturité (PB);4807
2018;Catuti (MG);5008
2018;Caucaia (CE);363982
2018;Cavalcante (GO);9693
2018;Caxambu (MG);21703
2018;Caxambu do Sul (SC);3735
2018;Caxias (MA);164224
2018;Caxias do Sul (RS);504069
2018;Caxingó (PI);5395
2018;Ceará-Mirim (RN);73099
2018;Cedral (MA);10657
2018;Cedral (SP);9125
2018;Cedro (CE);25249
2018;Cedro (PE);11722
2018;Cedro de São João (SE);5880
2018;Cedro do Abaeté (MG);1171
2018;Celso Ramos (SC);2738
2018;Centenário (RS);2905
2018;Centenário (TO);2874
2018;Centenário do Sul (PR);10891
2018;Central (BA);17252
2018;Central de Minas (MG);7017
2018;Central do Maranhão (MA);8604
2018;Centralina (MG);10425
2018;Centro do Guilherme (MA);13243
2018;Centro Novo do Maranhão (MA);21399
2018;Cerejeiras (RO);16444
2018;Ceres (GO);22074
2018;Cerqueira César (SP);19774
2018;Cerquilho (SP);48074
2018;Cerrito (RS);6136
2018;Cerro Azul (PR);17725
2018;Cerro Branco (RS);4676
2018;Cerro Corá (RN);11178
2018;Cerro Grande (RS);2327
2018;Cerro Grande do Sul (RS);12058
2018;Cerro Largo (RS);14074
2018;Cerro Negro (SC);3181
2018;Cesário Lange (SP);17915
2018;Céu Azul (PR);11709
2018;Cezarina (GO);8507
2018;Chã de Alegria (PE);13428
2018;Chã Grande (PE);21579
2018;Chã Preta (AL);7319
2018;Chácara (MG);3121
2018;Chalé (MG);5709
2018;Chapada (RS);9300
2018;Chapada da Natividade (TO);3334
2018;Chapada de Areia (TO);1401
2018;Chapada do Norte (MG);15368
2018;Chapada dos Guimarães (MT);19588
2018;Chapada Gaúcha (MG);13397
2018;Chapadão do Céu (GO);9842
